mean,std,beta,poa
0.0,1.0,9.0,0.8981824037423518
-0.01321718371789513,0.9753102463772796,9.0,0.8981824037423518
-0.04399156355229006,0.9602605899374578,8.561070690196589,0.904598709167256
-0.05275032428808478,0.9355557842719655,8.29890360528331,0.9102162382074555
-0.16788787722960063,1.0593582670062827,7.877381629362592,0.9157164974682843
-0.16206428822635174,1.031467091116518,10.10015944087099,0.9001261953650379
-0.10944643830427322,1.0339873382048759,9.57531924050734,0.9055146425908225
-0.18541730676959467,1.0679147728531437,9.62216834011204,0.9004682840429427
-0.10522914594736298,1.1056937473237416,10.263977658701833,0.8998191907722315
-0.03153947611393162,1.1305966346776,11.003027965837362,0.8837624768312038
0.09212656518112186,1.244602223697562,11.50423875309883,0.8700364667694147
-0.007148588279359243,1.2982165514339756,13.941312257096245,0.8224253759990915
-0.09230300726858208,1.3255014421627074,15.168295929754118,0.8181684510693447
-0.0677077330714656,1.295320380457581,15.812586658578756,0.8205487838356498
-0.07896390161473754,1.2618825231674429,15.100693992258952,0.8269665061702592
-0.05290335657598756,1.2343227182761274,14.331127520478889,0.8386586140241072
-0.1651681091170492,1.3122372151937731,13.711973155673112,0.8437028502593331
-0.18379947494815255,1.2802382762155269,15.49769858045558,0.8340239274765311
-0.14630739634005244,1.2584986103432296,14.751090394985733,0.8458565613512015
-0.11131581022344036,1.2359311469880077,14.25436877012256,0.8477402181931748
-0.03100539643975678,1.260834407880173,13.747732200855829,0.8501374904888912
-0.13934374296145013,1.3287169147450943,14.307330636850917,0.8330450741237689
-0.0962455522767918,1.3090560321017441,15.8893977557675,0.8256278947086106
-0.15071890290903914,1.299627149031576,15.422649256637664,0.8262980677707791
-0.16586402892054225,1.266966757147055,15.201276538499481,0.8360763574703345
-0.11093402553999117,1.2599280255313194,14.446842873441526,0.8475925629395401
-0.08459448164096031,1.2325608641302839,14.286767665673242,0.8431158555007209
-0.048854078738344665,1.2113978701438053,13.67285655407033,0.8479789319626336
-0.025810525179159372,1.184055222922429,13.20736319810053,0.8498843123233751
-0.020026323506010017,1.1527955452111796,12.617880938368948,0.8549751268327296
0.03357044240918851,1.1499971129486903,11.960438121528666,0.8629194887919542
0.08357852136146479,1.1437523613926637,11.902440238112906,0.8577287101327948
0.06549583056068149,1.116488468656456,11.77352517772165,0.8537927435296286
0.07491838300517302,1.087612704366532,11.218918505785544,0.8633251456624342
0.10348420310837117,1.067090181593737,10.646112552295332,0.8699491010239151
0.023528488983634667,1.1045668599684377,10.248133100883793,0.8722485047926694
0.045759780540616496,1.0801754195434636,10.98061153326481,0.8709752532551001
0.0339111203637696,1.0528403932595722,10.501010432873079,0.8749009458679209
-0.0022544516615593695,1.0387707942864504,9.976256043110737,0.8828549598573804
-0.00940653123097818,1.0116242717540238,9.711402867562528,0.8896654452868211
-0.02831870080098627,0.9886494636072791,9.210453004816731,0.8964685314065468
-0.04777112207708084,0.9666171703231846,8.796849857018646,0.9030913235670268
-0.04963268622911472,0.9408767760977973,8.409138785672404,0.9092526574443109
-0.00996213404147955,0.9345829376327095,7.967241970201662,0.9144575289255737
-0.044897340458093474,0.9243664015948644,7.861007405827665,0.9125496742910845
-0.04698195201787946,0.899765570444911,7.690079199576942,0.9172250157403604
-0.08104115292888886,0.8902872901679588,7.286202735822505,0.9218922811226988
-0.09834994294577745,0.8703549134389585,7.133503131311466,0.925994303583477
-0.06676105039375711,0.8600617655901404,6.817659078126034,0.9305283379204364
-0.08615550623819698,0.842074293406071,6.657356165670266,0.9301072920692828
0.18700404752758434,1.5235412979177085,6.381802040538004,0.9342725904797041
0.3798353532968136,1.738094068071686,20.890602778146985,0.7034904231099893
0.5599744893957782,1.89190134547608,27.188738905193848,0.5692328447296797
0.7600267892851579,2.06774756868801,32.21361630912782,0.4583319598841997
1.0869780645410203,2.532496557124232,38.480220070336586,0.3369754419180637
1.0879378982122354,2.4649552739735854,57.7218493066148,0.12399159470554888
1.2468179114545355,2.5128101449188036,54.684040524211746,0.14169135049339876
1.6589283177397438,3.1202780018362266,56.82793341966173,0.1129491579139732
2.0052322096513713,3.4459702513431254,87.62521327868767,0.015252678161327138
2.1442587730560354,3.4171604043803994,106.87239875827622,0.003101923125861661
2.269297054810569,3.377575074754908,105.09286706338693,0.0027948933919437202
2.418874477387014,3.361868772178562,102.67212047045058,0.002678030279422594
2.592803388339212,3.37283608049272,101.71945477214452,0.002253622272319178
2.754653050164447,3.369916831236414,102.38420903286145,0.0016371934844340297
2.924102302148058,3.375403216998766,102.20705504505425,0.0012719553247075854
2.955223416911459,3.288632924909602,102.54012189593058,0.0009369109011370114
3.0035579263471543,3.2089769781808086,97.33595863319536,0.0012702412755135617
3.038113211261877,3.1276113878723355,92.6777992184499,0.0016159817252517916
2.993417627833086,3.0514378479544924,88.03757694193845,0.0021044246900296937
3.0607059450629093,2.9868532493128646,83.80145645936229,0.0030151965678572035
3.1247144235723465,2.9227243763996507,80.29163099637735,0.0034626947822085086
3.2359373359950827,2.89243428048242,76.88086002360653,0.003981701405172289
3.306281918869216,2.8346491525877857,75.2955846021887,0.00376991517518388
3.3819454290583457,2.781884355441363,72.31712236439986,0.004192262223766674
3.5225199455662786,2.7871845063592655,69.64992510344466,0.004538005277659352
3.633714157655893,2.76276081104373,69.91557725240229,0.003615898772183712
3.5042648619311554,2.75708887140258,68.69562569135108,0.0033483283440103317
3.6048888682337528,2.7249363380034066,68.41385140330756,0.004146888646772484
3.666330459912975,2.6679435594329703,66.82750241554274,0.004016552117186323
3.632977905672032,2.6015159149700184,64.06130552687881,0.004509054419374103
3.735786335612145,2.5778525515915756,60.91096550258063,0.005984304887156844
3.7539357095712482,2.5105480205367052,59.80791399972477,0.005616003382345136
3.891251484049209,2.527435623087438,56.72566227078692,0.006912631012690462
4.138013570639861,2.7198799936599887,57.49137745966248,0.005367942196641717
4.229849095576826,2.682316653540973,66.57972461920674,0.0018012278508434676
4.266614656852613,2.6164914642344836,64.7534036687692,0.001802598712634329
4.25668975066361,2.547133249916936,61.61424824170721,0.0021977572266650425
4.319279719146467,2.496601184515409,58.39099013549171,0.002906899118825468
4.350103581171786,2.434330783851054,56.09715727071368,0.003192682356207177
4.395075260712901,2.378819083375553,53.33369728684398,0.0038356481015948685
4.474430338076054,2.3452401970257455,50.92902208288536,0.004390287674415294
4.550429819464636,2.3104865671584878,49.501364235708216,0.004410700751449226
4.5053308608576845,2.258836588468519,48.04513359317831,0.0044718877314656735
4.415762952076432,2.2385566487115303,45.921084600636874,0.005732743216335101
4.428876514291318,2.179723197862463,45.10022282541537,0.0069763383603576035
4.4990845099044225,2.1471122131286724,42.76073897369786,0.008361421243847311
4.429064629960043,2.1156161788809293,41.490817701896745,0.00847526499250828
4.53223886117945,2.115554424395524,40.282486347084706,0.010331975943703609
4.55742783840321,2.0625323337476216,40.28013470321529,0.009000927398792324
4.508094432137323,2.0208766074544204,38.28635664978969,0.010360653102028827
4.552214194963627,1.9778844783491258,36.755480363008395,0.01263749810064907
4.385523668274518,2.0785431826846765,35.20824308724954,0.013677741973310176
4.571291288075973,2.2035878318293647,38.8830758605645,0.01232815513561647
4.643321364266155,2.171386743104393,43.702193993277966,0.006328518853180531
4.6830831159234,2.121724542890437,42.43428349316554,0.0063921079433006955
4.755424492279721,2.0929561822327405,40.51543532313271,0.007170958038314801
4.796656783286048,2.046337205562497,39.424190226716235,0.007154612880907241
4.8721514721577455,2.0231384613195513,37.68746362982397,0.007916573051110043
5.0883160164172,2.2159825252009657,36.83780310303398,0.007718071520735004
5.1056578205223895,2.158419548104712,44.19520696796444,0.0028285789636850467
5.1056623143270174,2.1008513190460305,41.92897451076495,0.003415636615054285
4.975116177590518,2.134948984578966,39.72218638263701,0.004216473685668243
5.014174321088016,2.0861050990635954,41.022064500792816,0.004515882204168209
5.090668792032737,2.062071141172233,39.166510359052204,0.005079611455137134
5.0863957325256735,2.007173213074177,38.2692365212982,0.004953220238321454
4.9980287616126375,1.9973279595419255,36.25869876554263,0.006045343951664339
4.90566365753444,1.9919693090137345,35.90387080171121,0.007079468057389238
4.801957091345751,1.9992113299027678,35.71147555247389,0.008187715798426698
4.7837816937825135,1.9477648712680768,35.971613474504345,0.00919962423302878
4.916919333904481,1.9964830788515475,34.14409194371353,0.01115107573060603
4.982379221138249,1.9674549815745286,35.87350215726499,0.007941068828576148
5.049740697848734,1.9409927285059023,34.83791194070186,0.008005277460272797
5.190470755221203,2.001739092549995,33.90707494901509,0.007979749446826556
5.080538792320668,2.015740485852347,36.06263455178589,0.005311727450464709
4.940117630264854,2.070079808654484,36.5688873567383,0.005916516684978612
5.149091989732857,2.2416589989031706,38.56707372779087,0.005974566121662139
5.239437801683306,2.2228339524376044,45.225315606272076,0.0023350064783304036
5.2575627969124925,2.1652252895038457,44.468917020984435,0.0021791135673083772
5.327172422835138,2.132736319803669,42.19380498876312,0.002641314430531172
5.352647808221834,2.079305726565415,40.93707788828728,0.0026833376828903077
5.413605499779233,2.0440397867780575,38.911610740749566,0.0031547838539588424
5.370792461261521,1.9996791496711395,37.602887849385176,0.0032800173295569612
5.3742442523012794,1.946412420070798,35.98845031466542,0.004115108740387008
5.407375957029758,1.9008920579359547,34.09669178105274,0.004957903227976623
5.340017815086595,1.8771005242796333,32.5205155433159,0.005552379312859124
5.2557549687069285,1.8694948693798932,31.711557404257867,0.006634396791358577
5.293603936169681,1.828313399102801,31.455099599739693,0.007654288573634593
5.4385388834414785,1.905555814636218,30.084568968049545,0.008348364030363764
5.491916116599486,1.8716332231323645,32.6802866642451,0.005223122936198199
5.561323132380301,1.8507107711053585,31.52709829739559,0.0054528882942833645
5.7241465549614405,1.9572693460179915,30.826173224568517,0.005313985307947133
5.888519804207069,2.0558524496497688,34.478129635755266,0.002828364255114457
5.974495016740367,2.0414398545688335,38.038763652578595,0.0014872431017576293
5.871909114219657,2.044692803372615,37.507290118398174,0.0013693445265022808
5.861011941359439,1.9908172112161278,37.62691794147387,0.0015974026266976082
5.85422460835626,1.937981933896061,35.670178516269246,0.0020093047181446444
5.933659623544036,1.9229103306931976,33.801965784967656,0.0024895492398807617
5.9924920310531515,1.8919530486935143,33.27825725897961,0.002330447238472866
5.9468643195220885,1.8539452537949597,32.21537704614615,0.0023940144703139543
5.910028955336349,1.8127894843410424,30.934017036619714,0.002966660271607746
5.666662932415785,2.102968474984411,29.57585143083716,0.003654183238340769
5.402757613788143,2.3935868542286824,39.802287661004335,0.0017652261251944745
5.117591197995897,2.6879947142167744,51.56332225862724,0.0008376496751796303
4.840661518916013,2.9223773695495567,65.02784025291587,0.00038741255588081724
4.569422392525974,3.117226243149562,76.86260541049847,0.00022307393113030205
4.378268521207559,3.164394904958784,87.45389505882298,0.00015019513003222684
4.146775501623812,3.266645629212783,90.12055603076202,0.0001735515028186141
3.9390955015625386,3.3260735395712056,96.0387630016948,0.0001671003050182085
3.7512882737239033,3.355622355480308,99.56488671572156,0.00018797270858328385
3.5030614891663174,3.4683726688230894,101.34181253339291,0.00023365891413673623
3.3202341171579413,3.483584191744017,108.266480728551,0.0002213308235065048
3.1748437977812176,3.4588906318903248,109.21822938871935,0.0002902915238480741
3.031972648259539,3.432995843086901,107.67531963040786,0.0004226942891256691
2.933104980529053,3.373610519896502,106.06914412786749,0.0006098426405368729
2.743166923989456,3.4028979782290416,102.43123145960713,0.000929646871875689
2.587968416161805,3.3915624870958947,104.2174318521177,0.0011333923215464115
2.4611249806660367,3.3545414453565754,103.52426493488481,0.0015316005337666638
2.387330139915762,3.2834533692603856,101.27653477753483,0.0021694374549507955
2.2532707652506456,3.257440011960358,97.0295942529664,0.0031843720569973977
2.102514325380298,3.2488218878101,95.49823888368267,0.0042796365861798025
1.9716488250234014,3.221474107773034,94.99359292842584,0.005492027806013655
1.855372077853255,3.1828540328864947,93.40105884346858,0.007259298272772496
1.7945287271669788,3.111141945529772,91.17503815195641,0.009678658375534166
1.675166180964247,3.0797265003084937,87.11283784711298,0.01320801305380881
1.5868909109770482,3.0261816785739355,85.36243785032163,0.01692904156896935
1.5835488106795679,2.9455108678310475,82.41997996562905,0.022119054887720924
1.4889486783911283,2.9012454187575387,78.08430845259728,0.028000147369544814
1.4716463186905302,2.8250364294904666,75.75502481875445,0.03519889102584184
1.402736409422613,2.7687100991835596,71.8274774515342,0.043906316790889965
1.3594359777903535,2.7025433492719357,68.99180051988932,0.05442478940813367
1.254214967261427,2.6765781732054577,65.73366499224575,0.06675104843199575
1.2153364657464711,2.6115947821877756,64.47663645551879,0.07839963845185971
1.0764291437375206,2.624496884512903,61.383845757153736,0.09398099586222575
1.0369667985745519,2.5612267450408925,61.991855071361414,0.10328889764680405
0.9577606236023428,2.5205764121034697,59.03894195561488,0.1218965726802026
0.8984612954876932,2.4691399570101726,57.179749043271606,0.1409621831610024
0.8665203073860978,2.4079717771804745,54.86986914573777,0.16276560155559305
0.7880068865853338,2.3726393861535007,52.18495271727923,0.18618982158355746
0.7841299822939483,2.3094295329272505,50.66475891054174,0.20915581757753277
0.7679569891480699,2.2491193997591123,48.001182908009206,0.2327723913627675
0.744334047252638,2.191947746686832,45.52684266935511,0.25863630827507555
0.7071346639408012,2.1406420847565517,43.241714317849315,0.2858685999760666
0.7370781669102164,2.088298870095354,41.24113681527788,0.314244737570209
0.6306920944427875,2.0932399662455596,39.248929537573794,0.3319591719039541
0.6189598655121205,2.0381567394322007,39.434882006589405,0.3492344988006002
0.5168903550726727,2.0410153534149895,37.386746050436095,0.37682163933435664
0.5204545032056493,1.9866491417455283,37.49169305588143,0.39499762267171457
0.5017301353406569,1.935665252744752,35.5209733115842,0.4202331461221015
0.5208898980630058,1.8861905357441253,33.72119973615064,0.4485644544617219
0.4419651853679366,1.873009000223303,32.0194326341764,0.4688831878055584
0.47834288350122034,1.831058514336146,31.573464434257474,0.4910570469545087
0.44707976286525686,1.7882725541648992,30.17497754630605,0.5043638385508764
0.49207973281145,1.7533882382644272,28.78126855181507,0.5315405603268072
0.4553561999376815,1.7153346329589436,27.669332826756285,0.539632006502578
0.4394422306593568,1.671259832237369,26.48135612725554,0.5653809455174497
0.45468778439464186,1.6282633464903242,25.137984841650713,0.5896869071146308
0.42583767754292867,1.5906292283389791,23.861173729714825,0.607169101357171
0.4137739085351579,1.549243425817824,22.77091207841631,0.6302878288039538
0.36404814709262007,1.525939003943272,21.601396731957728,0.6515468173060646
0.3247652368014859,1.4966794640626837,20.956408593798468,0.6711163435692222
0.23171090174041734,1.5210404233802999,20.160444763322662,0.6909664239503872
0.2600665616214659,1.486462591805162,20.8220757260123,0.6967883029912609
0.2602177038921522,1.4468166191136256,19.886139331525076,0.7066053974571077
0.2396026194371695,1.4115594632059107,18.839504964090438,0.7231194563609479
0.22351737577383807,1.3759909511205777,17.93250106349543,0.7407835685466301
0.25381981108910323,1.346847772868147,17.04015987809141,0.7572581467649928
0.26493757018759634,1.3119670755122321,16.325990309518986,0.7636731636873859
0.2438392054733918,1.2808220252598441,15.49131846505307,0.7750160033015514
0.32791700778674276,1.3078327464410477,14.764545543516558,0.7893842780426328
0.32182033745486033,1.273273609562966,15.393838433971805,0.7670171134478577
0.30921739009072524,1.240729257652883,14.591031163285539,0.7807034321169779
0.2538856079620786,1.2353401023713264,13.854681817162868,0.7941372870120782
0.23765555371017422,1.2048106903294564,13.734586516741192,0.8037656076623371
0.26780190916086316,1.1812111435057582,13.064119195789273,0.8161464013048131
0.2791510262534968,1.15094407044249,12.557337889879626,0.81982566497961
0.29028343674882895,1.1214687595856383,11.922050279580548,0.8279809458860559
0.2770886774356945,1.093318991344996,11.319229608538953,0.8356827056159466
0.2148389636256432,1.1036720238464126,10.758117751520757,0.8456738246355654
0.18912372394056418,1.0810177890314854,10.962827425991128,0.8500056404736352
0.1221625813228774,1.0982757784321744,10.51739514182269,0.859293661845355
0.11035447217840327,1.070423810418168,10.855887169417187,0.8620170394758395
0.12037721151623923,1.0429391574824303,10.312264205191351,0.870667718243862
0.12711697504951386,1.015616893296265,9.789498775891454,0.8766318753242179
0.10912567829974822,0.992141399349159,9.283299065538813,0.8826847515929848
0.05954053476234353,0.9934217932423384,8.859101006722566,0.8899676427651316
0.0845421646228349,0.9740446789543087,8.881981733599408,0.8942726459839494
0.10389760715333815,0.95242296508811,8.53886732939282,0.8963246654506118
0.0238898056373791,1.0004339944329759,8.163985539845044,0.8993353696263608
0.027366864182349956,0.9738881639857919,9.007813594954076,0.8959459231027773
-0.12206891140010039,1.179903837231953,8.53612340356455,0.901416309757695
-0.1065105786592847,1.1507613290771193,12.529557586032183,0.8667680410939892
-0.0860771920327183,1.1241813217294243,11.91826472849404,0.8727051319052224
-0.08611469925426093,1.0941977639278198,11.374052797127838,0.877324399192295
-0.06472927306356434,1.0697495710121716,10.775418719261767,0.8846535314827616
-0.08652022908451786,1.0462461677037793,10.299277302126526,0.8883734739688944
-0.04633097669922851,1.035723309548208,9.851679390913603,0.8957495865096221
-0.06547046699172046,1.0121073473381783,9.654504965473436,0.894447667876322
0.045831791826785,1.1154782799850402,9.219251542823315,0.9013220273684541
0.08710130203956738,1.1029287497833868,11.198626138065455,0.8657350504373202
0.10630946544366537,1.0773039783876666,10.948066443888703,0.8646038264160912
0.09998580812911455,1.04899211634355,10.445254756649046,0.8693071008673401
0.100957872594864,1.021024179945476,9.90346014135828,0.8771935675584522
0.11414758298930403,0.9957249018183326,9.382413384299985,0.8839468366017051
0.14291981299292061,0.9785628224988212,8.923212720910152,0.8886617467583098
0.21177918274028,1.0059823932022334,8.618266778191735,0.8899276595164738
0.20074828269854653,0.9805239274892241,9.108005178896036,0.8765725443034856
0.13430720596895368,1.0041949933091179,8.65284455141004,0.8839212349348251
0.11053410952715238,0.9837817411619436,9.075668261283893,0.8847271991557559
0.004770168176170592,1.0789615377327235,8.710438628192628,0.8917565303522427
0.08601790515343327,1.1175006369753808,10.477421999159072,0.8793722962920447
0.03328572774481969,1.1155934174928308,11.239269062763437,0.8607901928327749
0.026968498692359906,1.0862450343312948,11.200938058380002,0.8670568488750373
0.02098905860750271,1.057646978675704,10.619354471484563,0.8752996001646398
-0.06177350257871609,1.1005251811212275,10.067554183516604,0.882964073219751
-0.10173580374453117,1.087525826750811,10.900401068537196,0.8807273209213855
-0.20411781939200713,1.1628299423814354,10.644411814650315,0.8877376789690263
-0.170037293250853,1.1431016231989852,12.169561274089313,0.87965150195129
-0.14643493384710965,1.1181336365013905,11.760131888641395,0.8810887791987623
-0.10073511594588147,1.1093186560599662,11.252005461682414,0.8847992026176439
-0.04775350617010551,1.1080932713342868,11.075290926144206,0.8824466064829158
-0.11389464912071426,1.1224743789296177,11.050836281786893,0.8774475039796648
-0.11415451664320345,1.0925370167746946,11.339538582180877,0.8805461205099895
-0.13369773870251084,1.0673598060627036,10.742734197206545,0.8877475849341989
-0.13864794630312688,1.0391524155972218,10.25331260038391,0.8953230650676496
-0.20209269484080725,1.0545060839407168,9.718539685573871,0.9019042882099957
-0.15622791053874868,1.048788735026092,10.007847729611875,0.9041106731139034
-0.1702758629943241,1.0229504664542108,9.899620296458671,0.9013753616703513
-0.21785172585007143,1.0204836873772138,9.417848911369987,0.907944073534543
-0.17911624772738546,1.0098240822075217,9.372482605826956,0.912294333349893
-0.03913813884395153,1.182878513851016,9.177702093056373,0.9112913039053867
0.10700561932225436,1.340777221475876,12.592814206773495,0.856815789902075
0.11357460252577639,1.3053821316754255,16.17915201865713,0.7878647275091688
0.09922339815116897,1.272356023137999,15.3362025872773,0.7993329683430874
0.11320512936265438,1.240163881197313,14.570008646539895,0.812459755433988
0.14253031304379174,1.2149356064202381,13.84205807003745,0.8210991193930487
0.21000464380128883,1.2243452241515418,13.284616749729405,0.825337197258425
0.15804201029383844,1.2164752906024683,13.491191051124202,0.8134278545847413
0.11788029239887104,1.1989921884875678,13.318309193817235,0.82284208820812
0.14639126199472688,1.1746867104766807,12.938240412487866,0.8334312346236109
0.168620278938851,1.1481228130134482,12.418999809934727,0.8373003625277411
0.2211755615236673,1.1444928118992914,11.86367394385722,0.8425391955184114
0.26655491508831436,1.1342154335273638,11.788774168402322,0.8372285793553789
0.262858449936089,1.1041010278114345,11.578001846864991,0.8347406888912834
0.18179857843330555,1.1402307844798891,10.971351716528394,0.844212015702426
0.20683815963755092,1.1160457502660783,11.701136176880611,0.8432863695112868
0.17311717530236775,1.0977879698900173,11.210023050182762,0.847378304966703
0.10485596271920328,1.1156664471169944,10.84624584151721,0.8564598367538347
0.16942648309574204,1.1275482733211486,11.202404591003916,0.8591953211631309
0.17843386211588314,1.098291682193001,11.442285978025533,0.8484541966216199
0.1456187464176922,1.0800748636045645,10.856201572568988,0.8557166554666258
